S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,S_IS,S_SO4,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,X_hSRB,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_HS_ion,S_co2,S_H2S,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2,S_gas_H2S,pH,t
0.007844065293327531,0.0021882450787835414,0.12771180893621517,0.02120763465723725,0.02574367617565339,0.023955747523140825,1.1006478489243154,0.0004666118093361886,0.16034483003357336,0.0694915209116724,0.0943999879547941,0.13141470588050527,0.0423473830792307,0.01173232606126202,0.10986439013388435,0.008233511573302689,0.031656815172360436,0.016160951630114842,0.3135243591839827,0.9343629228217661,0.3380712297745517,0.3355386192268008,0.1010200946619721,0.6902129073451143,0.3398899467181448,17.21728941176102,0.6834112567404431,1.0799999999999999e-47,0.0052101000000000005,1.334323482673844e-08,0.021187154477569532,0.025721001086830658,0.023931524324466897,1.099803394559143,0.06747589567508651,0.01880015278783719,0.0020156252365858968,0.023547230291393512,0.003817534329113117,0.09058245362568097,0.01180797075991153,2.7087410170532036,0.0013624547026425606,0.46794978972762874,7.874738870787066,0.10005002501250625
0.007307380808343069,0.0019849443409039615,0.12912215932102727,0.021827845851465768,0.02658930525484002,0.02445715734366912,1.086924872759647,0.00044064273623709336,0.16043126188707396,0.06778689548081784,0.09437212051411226,0.13146971513305755,0.0471773084163074,0.011656858477870196,0.11006271635989248,0.007554312125972343,0.028747533458735448,0.014640214532348626,0.31360190306824054,0.9344337573275556,0.33800672207583893,0.3354805464619009,0.10100064425070299,0.6908525575456881,0.3469219541959925,17.217399430266124,0.6841334664437672,1.0799999999999999e-47,0.0052101000000000005,9.831989613262402e-09,0.021812309713591365,0.026572044237935653,0.02443892999092347,1.0863102688819337,0.06632696710398772,0.021255741816244508,0.0014599283768301219,0.025921566600062892,0.005105604547821793,0.08926651596629047,0.011233498762592815,2.7228069395408037,0.0004223550483024856,0.5186247254646296,8.007358588919935,0.11005502751375687
0.006794406885549169,0.0018013550720674136,0.13039149494337451,0.022380254488935093,0.027344960223945464,0.024922804890441252,1.0759759707833785,0.0004154453995598098,0.16034379857349831,0.0660066688258932,0.09434241975654696,0.13152482376956945,0.051980992908947095,0.0115818009076727,0.11026172518545152,0.0069399669480240895,0.026115427341986335,0.013264267686669048,0.31366987186494,0.9344808450111884,0.33794243535320106,0.3354232558641577,0.100981255019083,0.691346688151162,0.35409307301605036,17.217509647539153,0.6848508650148355,1.0799999999999999e-47,0.0052101000000000005,7.470020319460873e-09,0.022368149849801525,0.02733147106753067,0.024908690157236135,1.0755136560732108,0.06492097635574588,0.02395914172728344,0.001085692470147323,0.028021851181663653,0.00660486214323888,0.08773755761330808,0.010631915398975142,2.7251624344808416,0.0,0.5718703971302419,8.126678216843539,0.12006003001500751
0.006307689695203343,0.0016355342078938657,0.13153264030635192,0.022870556203196897,0.028017480857686027,0.025355084427866364,1.0671668265680714,0.00039118236018860156,0.16022442130736753,0.06417507627723854,0.0943108722306521,0.1315800321291048,0.0567577305093548,0.01150716438266633,0.11046140823170772,0.006384302049450802,0.023734108175996624,0.01201932539052811,0.3137286992230009,0.9345064569844616,0.33787838584362184,0.3353667917932221,0.10096193136507249,0.6917276747873548,0.36140534643564454,17.21762006425822,0.6855633278537979,1.0799999999999999e-47,0.0052101000000000005,5.868466149575904e-09,0.022860837311628083,0.028006621970200613,0.025343802160859682,1.0668065713450159,0.06334288635376081,0.026327753650990816,0.0008321899234777219,0.030429976858363985,0.008247004918089624,0.08606386731256248,0.010016389991367718,2.7197455332125906,0.0,0.6211124157921926,8.231475396166879,0.13006503251625812
0.0058487163316331215,0.0014857363717119725,0.13255716402023052,0.023303859867903468,0.02861308748849651,0.02575636619803669,1.0599496524599505,0.00036802721031319285,0.16015716060445126,0.06231601956080668,0.09427747132897886,0.13163534054832296,0.061507043791598597,0.011432956362631272,0.11066176410788181,0.005881731248010315,0.021579699716267133,0.01089291447445303,0.31377885926400567,0.9345126471192926,0.33781459032152417,0.33531120051675734,0.1009426778729786,0.6920235195386323,0.36886080387960507,17.217730681096658,0.6862707710434988,1.0799999999999999e-47,0.0052101000000000005,4.75706274942709e-09,0.023295831687926278,0.028604097334576323,0.025747075105618286,1.0596595808340399,0.06165936355934506,0.028921430535002155,0.000656656001461621,0.03258561325659644,0.009966552158708925,0.08431091917026994,0.00939521860863863,2.708422484881421,0.0,0.6719480511238056,8.32266111985397,0.14007003501750875
0.005418149219869014,0.0013503926334965468,0.13347550873224784,0.02368475824848831,0.029137446722047412,0.02612896285472079,1.0539062280240137,0.00034628442378671653,0.160214145195834,0.060425040804589686,0.09424223140487431,0.13169074936470415,0.06622856720246163,0.011359182559336538,0.11086279725913195,0.005427200211443932,0.019630598925700717,0.009873749340392628,0.31382084935646976,0.9345012729244041,0.3377510654258652,0.33525652786388516,0.10092349914599089,0.6922557001351877,0.3764614811842214,17.21784149872942,0.6869731305788466,1.0799999999999999e-47,0.0052101000000000005,3.947669214986217e-09,0.023677986738430058,0.02912984907718448,0.026121140583115852,1.0536668721550762,0.059895698759665016,0.031233654160496963,0.0005293420449246702,0.03499491304196467,0.01175081539722135,0.08249141600765296,0.00878987394211837,2.695901523608843,0.0,0.719095723241898,8.403659245091749,0.15007503751875936
0.0050160174957410006,0.001228091739923423,0.13429714012936048,0.024017430673447977,0.02959579098421654,0.026475096455221697,1.0487529460983023,0.00032606298847345316,0.16040629904339748,0.0584996959033627,0.09420519040186381,0.13174625891912534,0.07092204521318328,0.011285846965419014,0.1110645165885882,0.005016135826076993,0.017867259552315,0.008951618896520682,0.31385517660357404,0.9344740143984875,0.33768782516501933,0.3352028113062552,0.10090439917209966,0.6924389152697435,0.38420950992875014,17.217952517838263,0.6876703620341384,1.0799999999999999e-47,0.0052101000000000005,3.3375174535916185e-09,0.024011625100324865,0.02958926632636703,0.026468395277171746,1.0485515674880734,0.05806584124201398,0.0337594797761005,0.0004338546613487232,0.03716256543708278,0.013583946141491431,0.08062124426037239,0.008207696252708577,2.682462703036313,0.0,0.7673811099527992,8.4765764544727,0.16008004002001
0.004641872453211648,0.0011175635186145608,0.13503063320798667,0.02430567706882038,0.029992942361005113,0.02679688464663628,1.0442893397406705,0.0003074725701361475,0.1607263739258681,0.056538398405306244,0.09416639671109187,0.13180186955778553,0.07558729047630823,0.011212952508182689,0.11126693432505216,0.004644400384689592,0.01627199631081854,0.008117284256052855,0.31388234739068077,0.9344323910574329,0.3376248815722368,0.3351500814988799,0.10088538147328592,0.6925836625033158,0.39210709873593863,17.218063739115586,0.6883624331178196,1.0799999999999999e-47,0.0052101000000000005,2.861511502695852e-09,0.02430063959038094,0.029987273021440955,0.026791069166969186,1.0441174124440296,0.056178511764197525,0.03603202988283405,0.00035988664110871843,0.03955526059347418,0.01546610177973345,0.07870029493135841,0.00766010638963013,2.6699058917262395,0.0,0.8119324870752004,8.543404503976353,0.17008504252126064
0.004294913068073798,0.0010176641698471192,0.13568378202366504,0.024552986956599434,0.03033339225006398,0.027096324443311157,1.040374451290978,0.00029049901341395403,0.16116146387975785,0.05454006117213907,0.09412590343246241,0.13185758163367195,0.08022420016296818,0.011140500794328627,0.11147006527544062,0.004308250135190705,0.014828807706766499,0.007362386175417006,0.3139028594421736,0.9343777773158424,0.33756224339719765,0.33509835799541476,0.10086644875891883,0.6926974196123612,0.40015658722837744,17.21817516326736,0.6890493265754537,1.0799999999999999e-47,0.0052101000000000005,2.4816376909333703e-09,0.024548573644511122,0.030328419597040773,0.027091224480474033,1.0402259035537094,0.05423872735892687,0.038507449173618244,0.0003013338132121998,0.04171675098934993,0.017388715556375105,0.0767371878760873,0.0071491418039964505,2.6575048170899516,0.0,0.8572430344195496,8.605261623447268,0.18009004502251125
0.003974086690031475,0.0009273632049629854,0.13626366961780076,0.02476256533975191,0.030621320640349843,0.027375288067560444,1.0369037312243667,0.0002751393252414626,0.1617016716912574,0.052503762073750425,0.09408376300240476,0.13191339550771372,0.08483273643586822,0.011068492415064564,0.11167392631975982,0.004004297775190851,0.013523215728653736,0.006679361304643534,0.3139171959241209,0.9343114163843949,0.33749991668469387,0.3350476508155458,0.10084760305712324,0.6927858033748971,0.40836043319247795,17.218286791015444,0.6897310367140588,1.0799999999999999e-47,0.0052101000000000005,2.17109556414335e-09,0.024758671247165,0.03061692886046612,0.027370780252211988,1.036774203384539,0.05224980307976191,0.040746750572644354,0.00025395899398851507,0.04408598586322387,0.019355554968954736,0.07472820803345002,0.006680322361482766,2.646452548978566,0.0,0.8989450720520968,8.663321059978697,0.19009504752376188
0.0036781692067253536,0.0008457318244541542,0.13677675804962539,0.024937388558404387,0.030860662748410782,0.02763551564679167,1.0338002749745285,0.0002612967472122775,0.16233699127970191,0.05042874196839638,0.09404002545863113,0.13196931154973016,0.08941294508523742,0.01099692665491817,0.11187853607301461,0.0037294785169961608,0.012342120802188874,0.006061366411088539,0.3139258212038021,0.9342344328283856,0.3374379036925518,0.33499795703737134,0.1008288454218309,0.6928530077494637,0.41672126329284065,17.21839862309948,0.6904075727139842,1.0799999999999999e-47,0.0052101000000000005,1.913376509453869e-09,0.024933932419284092,0.030856761974419597,0.027631505087148147,1.033686462657083,0.050213650969070704,0.043180078345276186,0.00021509099932567888,0.046232866739961236,0.021360508777423137,0.07267951668120799,0.006251725199844978,2.6358305591703113,0.0,0.9412785260227159,8.71819956217918,0.2001000500250125
0.0034058283089441776,0.0007719325604466337,0.13722893629388272,0.025080212763535167,0.031055107499290156,0.027878619265282695,1.0310044048559392,0.00024889821821287475,0.16306186249217186,0.04831422591945275,0.093994736541762,0.13202533013923531,0.09396493027166626,0.01092580188638022,0.11208391464881022,0.0034810193832084326,0.011273670553786542,0.005502209817450846,0.31392917794066383,0.9341478439179629,0.3373762039263884,0.3349492640077733,0.10081017618455128,0.6929023293336979,0.42524184494644096,17.21851066027849,0.6910789541342388,1.0799999999999999e-47,0.0052101000000000005,1.6956921574698248e-09,0.025077132237513722,0.03105162868379523,0.027875033660552984,1.030903812458872,0.04813150995363332,0.04538895468137951,0.00018271596581943134,0.04857597559028675,0.023408476939651736,0.07058625960211026,0.005864768899142737,2.626644644186444,0.0,0.9801927803501141,8.770652988427836,0.21010505252626313
