p_value,correlation,rmse,r
0.009003780597875866,0.92148995047867,26525094794.4919,5306.884325782226
0.009617835757644778,0.918819815680524,25043667344.114887,5054.795841751755
0.008605616136824713,0.9232688685780512,28406035625.796593,4717.374192508756
0.008988458045295314,0.9215576922022418,27347622274.480988,4362.601807930937
0.009562558303914758,0.9190567237806924,24804283688.798885,5326.282943698273
0.009338632789634907,0.9200232984351518,25347249743.165737,5391.681917563728
0.008840096255855197,0.9222165327835872,27715486587.717857,4529.525150341315
0.009101133537513358,0.921060851209764,26129005609.883755,5363.857075064832
0.008306089131204559,0.9246336372951102,28875248841.402493,5613.112143033968
0.010603599305005441,0.9147008590597956,23744736605.66495,4268.094541475086
0.008650416714359788,0.9230667380392046,28450505972.069008,4361.049679122813
0.00885700015996313,0.9221411964635426,27449775163.65337,4830.649396337576
0.007784370757223599,0.9270693221539412,31700058594.647057,5629.713323995624
0.01142670197212398,0.9114019084922388,21665937890.85464,4840.905354990705
0.008840258396330023,0.9222158098329604,26862488841.180275,5483.847084899783
0.008716058172725295,0.922771495260912,27864800034.89485,4917.84716745084
0.00999815159786391,0.9172074614933128,23825086505.74687,5232.762729017624
0.009112792590511995,0.9210096118939598,25975749919.1464,5441.693339469096
0.010751199805333506,0.9141003864277722,23031441447.237137,4715.039900305053
0.008935808705116084,0.9217908863046828,26895478029.15383,5162.8447272622525
0.009103214737378094,0.9210517023949404,26957973876.62154,4513.443041028097
0.01149966282021442,0.9111151260773256,21551475671.843456,4834.3246888112435
0.0093767663731288,0.9198579057669304,25338639678.89049,5322.152431684361
0.016115132179828726,0.8944770611900311,18167915571.84264,4249.813889595813
0.008535668399434964,0.9235854839715172,27594414939.13961,5801.51459197912
0.00889278736803947,0.9219819324751541,27253245048.13876,4922.367981338425
0.010233319324404813,0.9162253307349528,23799629628.981964,4898.969847743153
0.008805039798211971,0.9223729939293924,27761309289.32956,4639.353987013104
0.00848320669485138,0.9238237787829716,28828920764.722755,4784.947656522484
0.009869309703701814,0.9177502994521918,24051445637.862408,5286.153504228082
0.009089031766207348,0.9211140699422378,26272059610.856426,5287.309645435585
0.012529007704837085,0.9071591881765204,20841206998.44479,4914.517914855047
0.008927959158049486,0.9218257106219492,27124176080.263508,4935.609706145568
0.009332182747650066,0.9200513059244294,25679191112.74357,5171.332149251336
0.009079103123134685,0.921157757852758,26936272398.98408,4598.199042219624
0.008608240965062668,0.923257011823971,27888213546.68717,5338.953344607522
0.010987221813990877,0.9131484373412816,23633208111.0716,3376.049143810142
0.009256938265816222,0.9203787313585756,25279899432.636345,5575.956249792585
0.008745358821436197,0.9226400556981842,27165132687.81085,5518.92489842841
0.010448826168260426,0.9153348805385572,23562500180.008358,4743.861176419484
0.0120474371879655,0.9089895519426052,21508217482.88124,4944.9104222518845
0.009894861719154772,0.9176423712622128,24352819733.801147,5054.123825152609
0.008488882342463021,0.9237979639818704,28764518376.023182,4849.959029771273
0.008668935984147832,0.9229833318723252,27157293671.731964,5723.647722129665
0.009671715965077687,0.9185895313968444,24450773785.57936,5355.478911590501
0.009544821425873928,0.9191328813493748,24754301764.00536,5384.84756600261
0.008211355348630732,0.9250702522337768,29198934349.555088,5721.219517546848
0.007982324069304018,0.926136069008158,30279086252.293324,5835.731642525667
0.009653268041403715,0.9186683076220276,24943854847.39368,5060.417883666472
0.008808536131710681,0.922357375794248,27287935159.69581,5203.787493775131
0.009998642668793998,0.9172053990240644,24135382970.957687,5037.401846586781
0.009483139321663043,0.9193982649599736,26056500564.934147,4310.789179208413
0.00956321722123243,0.9190538958822688,24979454272.687717,5207.419230474322
0.00945517895794946,0.919518838882212,25778803733.12191,4727.77575610886
0.010222827213049476,0.9162689140619156,22972492191.304462,5357.478826979486
0.008609316728668166,0.9232521529418964,28199957347.014893,4987.056506164947
0.0086190822888856,0.9232080585139636,28339098921.335526,4745.54661615384
0.009278334557913614,0.92028549450319,26280237837.81911,4660.961511500899
0.008204409252413284,0.9251023620725636,29803389362.80552,5126.948397193702
0.009129910141848913,0.9209344412111078,26519080078.3048,4908.350684179128
0.008590366894900905,0.9233377865821504,27780873709.44756,5505.0595584475595
0.009313857907559786,0.9201309277327284,26417388090.72202,4436.460071569779
0.009659962046707469,0.9186397144732548,24708881050.02151,5218.532172127629
0.009446510281353768,0.919556256114908,26077206278.731853,4391.922112154109
0.01384901718262763,0.9023094357625744,17372959688.287643,4909.637751769208
0.008246075608320866,0.9249099481351618,29353017213.389374,5413.934823766139
0.008512393217905976,0.9236911177516884,28091310845.08884,5509.303476500832
0.00861640487136265,0.923220145436528,27778846561.78516,5413.151736257987
0.00884630903816395,0.9221888358884972,27663652930.03965,4687.680761993418
0.01073876876619768,0.9141508040087812,23595196777.98404,4154.7610060070865
0.008673367102579654,0.922963388073854,27117420646.65095,5737.154313043891
0.0081140809064604,0.9255211358621392,30027631963.27948,5382.995202944555
0.013188937950139942,0.9047052722036478,20068899949.224487,4841.239743899568
0.008053292437045959,0.9258042378341318,29905783066.484364,5821.829115225683
0.008747526037715355,0.922630342311155,27275041499.87159,5420.802958712796
0.008857440778023183,0.9221392336783628,27536103421.27165,4727.986547998039
0.008155423313919063,0.9253291869971796,28700559576.55213,6229.011237633445
0.010504449338774159,0.9151065017337832,23494032969.204872,4712.744042327272
0.009535672137877056,0.9191721928977236,25383235153.610462,4947.816902278564
0.009088112532912718,0.9211181137682218,26238666949.494488,5317.250564256893
0.007878956852725516,0.9266219705621008,30543432560.95248,6122.018654852852
0.00987090290375546,0.9177435660329684,24961132709.544117,4528.6135703069285
0.01134312921408847,0.911731494083527,21529477259.95438,4964.9631509658175
0.009293208589111859,0.9202207407065114,26143761170.18612,4776.99208987037
0.008761557864641018,0.9225674804550436,27426724384.76904,5230.599013363292
0.009008359122336272,0.9214697194835654,26700596257.617058,5127.030377714031
0.009479422793241902,0.9194142818447628,25729198711.84667,4710.984897786282
0.009779315781947242,0.9181315056871476,24173574960.139496,5346.672982672117
0.009257004110600929,0.9203784442716648,25722162069.23692,5302.854614479807
0.012373092446178569,0.907748010024109,20286153132.20825,5235.738116678004
0.008454912747080438,0.9239525949572268,28911599724.61112,4829.883394226913
0.008180625470102745,0.9252124081261558,29707194568.941624,5371.792946288041
0.008164778947825172,0.9252858154545768,29821791280.887318,5329.112584957655
0.009375353852801126,0.9198640263044672,24984332892.91955,5532.699380175764
0.009078262825246037,0.9211614563882152,27092565305.24874,4340.099099300935
0.010974967151721759,0.9131976187748168,22297973319.666656,4930.40598938119
0.007907696026507462,0.9264865654024641,30994766764.11648,5559.877949729052
0.008726706760865694,0.92272370201734,27936938640.999992,4798.959663856867
0.008827173846067125,0.9222741718679904,27610234170.918514,4758.242694114835
0.009648997643583427,0.918686553468522,25244214541.271008,4798.394859965401
0.009089440381019128,0.921112272456726,26242169739.262867,5309.437037290429
0.009530501413003146,0.9191944179417756,26044500756.350395,4084.2110799671614
0.008759702988577138,0.9225757873938812,28090598587.313046,4333.356282621095
0.009890901250746844,0.9176590908680958,23760886222.625504,5398.00961192595
0.010390800778805059,0.9155737516210442,23798258962.78306,4645.292396688358
0.008611399620560628,0.9232427460210624,27947774704.102383,5249.658113650016
0.010428450349108005,0.9154186874961078,24049028050.74797,4207.403250630217
0.009113289057577642,0.9210074307232872,25914294169.3886,5482.12879907754
0.009408913855844105,0.9197187296397192,25692689622.85704,4967.127566547203
0.00958214127766791,0.918972719194282,23825028603.469624,5711.433362041973
0.012753908825893208,0.9063160416526072,21100065221.105,4490.699300816901
0.009924750680009716,0.9175162959365378,23994234138.713226,5240.373599690493
0.008058661756500789,0.925779190225407,29550603305.977226,6069.904589348311
0.0125178116536252,0.9072013521539624,20539565923.381897,5068.686688142373
0.010725572495361336,0.9142043561673036,22686635733.21394,4979.243007091571
0.008827655103261741,0.9222720245343352,26856957341.01664,5518.460744728181
0.009356252016613076,0.9199468397708574,25785739301.812874,5017.408673359037
0.009944151613765714,0.9174345590135136,23801770339.01744,5314.401819704612
0.01069732222016378,0.9143191068824572,22712412190.17704,4995.66760173666
0.009201419328372448,0.9206211511944852,25761332045.0858,5394.858205502133
0.008491718047065484,0.923785069366114,27813352220.78537,5787.2441552859045
0.008654599190781159,0.9230478936232784,28066533987.11808,4943.390141770082
0.008467598513661884,0.923894813531422,29070856550.16644,4476.107476353256
0.009493460988199665,0.9193537983186066,25698559010.47568,4706.516043797005
0.00904506879730938,0.9213076918436944,26701235929.1588,5003.100802970765
0.009793495254637649,0.9180713300256959,24806555342.750275,4891.84490253748
0.009019424898907249,0.9214208440815932,26469619859.187042,5309.8918150696145
0.00873341975924883,0.9226935871550545,27058593758.315014,5623.975253064174
0.009102903606832542,0.9210530700392902,26162245387.338844,5335.955470398897
0.008412569143171844,0.9241457686325542,28929698243.77158,5057.618305051795
0.009340819353796916,0.9200138060296932,25374181395.673405,5369.876360716614
0.009628382065497107,0.9187746914946332,24762306638.75389,5238.671995548211
0.011152057508750278,0.9124894696018578,21797603549.904408,5004.0048481481235
0.008409325770772465,0.9241605845489606,29031832611.473232,4931.855849097542
0.00871178544339495,0.92279068020781,27492848267.257614,5343.270458998962
0.00989549071818752,0.9176397161641379,24481200462.613453,4956.289839101429
0.00938698769933276,0.9198136294718504,25761717668.178986,4956.829539923479
0.009688904713986451,0.9185161977260092,23916461684.74,5569.3664984255565
0.00869188166934745,0.9228801103521956,27902256992.65152,4978.394384247585
0.009214857971918415,0.9205624071768916,25678627621.17954,5422.948423659943
0.007838917117667253,0.92681102022156,31612382863.47022,5287.548491931334
0.0103737371628712,0.9156441198290458,23722107711.91185,4734.6168674554465
0.008006410008535584,0.9260232884510566,31049083303.35964,4676.531893273073
0.013016703119259216,0.9053398857001632,21198963513.541786,3265.788543394199
0.009439095213113842,0.919588275544646,25994383748.54792,4510.0739093677885
0.009673642499827816,0.9185813089275136,25660521002.230183,4198.032711256945
0.008293083287653635,0.9246934353721752,29586256588.579662,4828.531502712378
0.008629351340678156,0.9231617168761941,27763657761.0525,5376.636103880818
0.009454156085253016,0.9195232531139172,24505695788.16328,5631.850673941302
0.010031487963256295,0.917067562123553,23701691426.383587,5253.992183155554
0.009539240889515221,0.9191568569413784,26282670011.355755,3577.412327665288
0.009268173182071493,0.920329760851216,25848974209.85604,5185.38647128456
0.007958866458006503,0.9262460668700074,30647659798.53348,5614.143480019974
0.008446100756043391,0.9239927568509976,28263878938.860462,5601.998493900734
0.00797696320000012,0.926161193403292,30100331876.300583,6011.601252862792
0.009410888717807523,0.9197101874048232,26217661661.215473,4341.986448334882
0.008963051538411329,0.9216701393897808,26740270471.47625,5231.438319072614
0.00916635239269578,0.9207746350773964,26544381212.93736,4725.192711097146
0.009294693898982315,0.9202142772059544,25885361724.27504,5084.010766792315
0.010849396252776656,0.9137031120242752,22830191255.73503,4740.015381793522
0.008636309783911543,0.9231303304240952,26658422030.65291,6043.9622286630665
0.008271643290341985,0.924792111605492,29544950223.93188,5047.335066898016
0.009625287783665844,0.918787928420852,23694685176.56575,5704.46817140133
0.00946635351761937,0.9194706299016262,26230757531.51339,4018.090042637285
0.007952236100617916,0.9262771866740892,30783306659.630318,5509.9311510495045
0.0098682247432679,0.9177548851754768,23939598932.60561,5344.3582343394955
0.008201471878647323,0.9251159447020414,29618550763.849213,5358.1350381731545
0.009467192890569655,0.9194670098181495,25359752568.325542,5122.400418799785
0.0094032739167002,0.9197431299059192,25860300817.713715,4802.060514297672
0.008732067367999717,0.922699653147254,27510244867.035168,5253.313922751098
0.008331732428717514,0.9245158682675908,28900349395.15349,5428.032553826349
0.009422134996314564,0.9196615583908848,25800298778.24491,4815.606831349121
0.009548813768985571,0.9191157332702012,25440699144.208225,4852.686666747052
0.009497175474266092,0.9193378017342636,25518880188.853504,4907.7701275466825
0.01010856527545834,0.9167449607952478,23952419540.490784,4989.983660587502
0.012073671947414044,0.9088889370023202,22198131736.630814,3327.651173695425
0.01029256360799962,0.9159796407923066,24108908333.281143,4515.796143944737
0.009700818419198495,0.918465406435155,25287493517.55321,4586.4275122230765
0.0091413828513985,0.9208840978390828,25821920912.97774,5482.5019723436135
0.0103969863989026,0.915548256743092,23351142344.02063,4980.30500909386
0.010086865543622123,0.9168356623242504,22861540400.407574,5511.341115384569
0.009685000515848856,0.9185328489562576,24166974137.414425,5475.074046450889
0.01252002878682312,0.9071930010528608,20563870641.7778,5057.399944613441
0.009532288305777755,0.9191867367761959,24638123560.7652,5465.662272814042
0.00990416172161212,0.9176031229191705,24552746741.50774,4886.108958018839
0.008146242831834053,0.9253717701098548,29718937447.659687,5530.060512339953
0.009144403604103216,0.9208708475882458,26017933845.68333,5343.496337235285
0.009923215606240272,0.9175227665741084,24210228443.32701,5109.542618857086
0.008909149875240063,0.9219092181495644,26963750104.81914,5182.532803954537
0.011235920748213562,0.9121560184211208,22796300176.83593,4187.378647470941
0.011690335372787231,0.9103697937277464,21465940100.927776,4724.151730362002
0.009834817513571095,0.9178962050612802,24789224447.635586,4814.0885166629705
0.008212000282500619,0.9250672715577756,29606397155.02986,5314.5848913876625
0.010498580222329195,0.915130571559692,23515556639.244884,4702.924883866086
0.010683043985927008,0.914377159992801,23286647898.826,4607.499879529989
0.010752227573246096,0.9140962192904404,21964901497.05726,5245.381348401063
0.008077304259324937,0.9256922868983004,30123719331.27709,5486.277041186556
0.00852553497112822,0.9236314570148672,28206616098.855,5338.658771276685
0.008383483868635,0.9242787313626472,29516245140.806168,4253.804044844712
0.008760391291917479,0.9225727047734336,27624750119.908302,5014.113716455606
0.008758317453912208,0.9225819929766836,27725007127.35067,4906.430944928845
0.009138756307157677,0.9208956206607424,26121671182.26291,5281.38985622953
0.010963246372154513,0.913244682486944,22484538870.58532,4838.076362999157
0.008665311313891562,0.9229996496558108,28278131915.89917,4576.516826982049
0.009341838719392084,0.9200093810853076,26279286204.446518,4478.515021792835
0.009462556135130293,0.9194870093634252,25834105189.289127,4636.0184903432255
0.008876473009252142,0.9220544976223402,27562891397.529053,4583.3523510287205
0.008850439229225144,0.9221704285231022,27041347182.6478,5303.742075558577
0.009384342166573714,0.9198250870278932,24936594800.906403,5542.307054589333
0.008556539086233323,0.9234908820281312,27649604606.070488,5710.071062430742
0.009089460167839422,0.9211121854160352,26287683265.082973,5273.924897105086
0.009367151897899904,0.9198995747361808,25542105178.06181,5197.833909854192
0.009820502210611709,0.9179568332324844,25039649742.731342,4445.2455991723655
0.008966690983039288,0.921654021996456,27330947909.043297,4561.543221471952
0.00869231593415274,0.9228781580839456,27411966990.86068,5485.048875600899
0.009106459981416322,0.9210374385483228,26446981906.12769,5075.951378701776
0.011995530009620956,0.909188937949059,21304896170.851315,5110.335870733607
0.008219340702798556,0.9250333545320552,29802050140.771362,5012.062643102557
0.00878446249935781,0.9224649739703252,27641357387.078217,4897.746355780486
0.010302358455000491,0.9159390870652996,23469658759.88293,5032.122654764978
0.008535937957734524,0.9235842614099052,28302230005.60578,5194.608754531395
0.00805784102453992,0.9257830183730364,29803216387.079563,5885.7875801451355
0.01085654827585975,0.9136742452274466,22937180363.54569,4630.321224016029
0.00949784512603165,0.9193349181751942,24981524034.74018,5329.125856589565
0.009793178448460229,0.9180726740438472,24799173643.040047,4898.766805009099
0.010061911222214495,0.9169400846600332,23851493244.7353,5129.934945916886
0.009346235441193215,0.9199902981280408,25306682578.311302,5402.901707286759
0.008909145506991047,0.9219092375532192,26620146161.240902,5477.843727027986
0.008365136025462159,0.9243627236397836,28513304766.27191,5694.036476562818
0.00907047976755489,0.9211957210971168,25587355899.792927,5738.810012850728
0.009583630859199659,0.9189663327877176,25419970678.119587,4780.582217317177
0.009363477659732056,0.9199155043077548,25364276096.599487,5331.240151158868
0.008447932422539314,0.9239844070943622,28482701473.428417,5303.173149578971
0.00871833971005204,0.9227612528221426,26991336237.534126,5703.3250397576685
0.008662699411031533,0.9230114101533248,26792804662.568127,5935.6792441744565
0.009013553577869895,0.9214467729426016,26948452010.103386,4822.083849520793
0.011179814722225798,0.912378969245221,21642536052.96104,5616.522378650457
0.008604155985970457,0.923275465066214,28178724682.656494,5036.7570002714565
0.008505662355880475,0.9237216917725406,28419942040.54576,5198.156625936924
0.008757385808232725,0.9225861659335072,27271926592.0614,5395.767995406403
0.009774786801151791,0.9181507349602674,23318220082.586044,5661.993051717925
0.01202707674384922,0.9090677109110554,21611002824.804573,4271.376248382195
0.00904051946702797,0.9213277541150507,26100753508.934902,5518.689603797042
0.01085840638296405,0.9136667470954982,22658611038.240032,4847.841056679622
0.008224010417783489,0.925011785396525,29266552516.58005,5605.5613714827905
0.01056177637561458,0.9148717399348376,24315601197.906258,3370.0479226312987
0.010118097130105051,0.9167051489802384,23922341416.692364,4996.912131224555
0.00990190134562662,0.9176126606267188,23800910250.19641,5367.1563855335935
0.00972394770099397,0.918366886559564,23417427578.631958,5682.994651171726
0.007610534349063876,0.9278984555272892,32420932062.608486,6094.308815714905
0.008644186687590608,0.9230948160436742,27846911793.520885,5224.1115585926955
0.010494661864960005,0.9151466447623968,23948818137.40975,4173.133362331398
0.009317282487110792,0.9201160420851864,25615826259.746075,5250.195577833503
0.008195227388182886,0.9251448275494368,29099822895.089176,5869.263827684978
0.008584800146959668,0.9233629599804856,28614229208.086006,4460.2426437193235
0.008021900665694252,0.9259508419203698,29860184613.600174,5998.187097408163
0.009636499033360998,0.918739977998745,25729239462.24767,4265.838043782525
0.008183341636278919,0.9251998327268725,29026486267.88206,5967.520443053219
0.00971626558888593,0.918399596116908,25124055282.19402,4755.320160096129
0.009515166486883577,0.919260365677644,25529236021.18806,4848.922558153697
0.00865533145369627,0.9230445948214059,28150002418.976933,4851.893168486206
