S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,S_IS,S_SO4,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,X_hSRB,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_HS_ion,S_co2,S_H2S,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2,S_gas_H2S,pH
0.0010531884482870466,0.00017758861892051516,0.11580426252741642,0.016121844901854858,0.01974869398838612,0.0249215702511878,0.0383850144017101,0.00014944335728965766,0.16970091218187858,0.02828369640849474,0.09138319741388162,0.13033881919177429,0.1507606724354252,0.010007193825397654,0.11336983335999389,0.00145999086833639,0.0025933403416120017,0.0009571322165179046,0.306881367408219,0.9121080793241667,0.3304724044028607,0.32821212417926904,0.0987318707911851,0.6648548267512565,0.5452787908098489,16.86217153142545,0.6843271907265697,1.0575160402917731e-47,0.005101633631040895,6.990972389712054e-10,0.016121028450467527,0.019747781860133092,0.024920248681835035,0.03838347027895163,0.028243702887805814,0.07278116970131532,3.999352068892459e-05,0.07797950273410989,0.05607518937135037,0.03530800804253125,0.0034652863779245425,2.8979503340244523,-0.013543152455878763,1.5666572236522103,9.155462413079027
0.0009111517002159174,0.00014376902372595406,0.11529818613993607,0.015746839235503282,0.019219574929260477,0.02513035090231833,0.03884208276822751,0.0001414046772478654,0.17798150640405652,0.01768982667975587,0.09092743504114521,0.1302924513261732,0.16690082244692167,0.00975466835072633,0.11397044891863566,0.0013508735237885742,0.002108376325219277,0.0007003800524935312,0.30606275029843943,0.9095392749469113,0.3295480993057333,0.3273408238623134,0.09845481849884924,0.6629935600197437,0.5891647933413244,16.827188886418632,0.6852082593621646,1.0552935512229573e-47,0.0050909119733580825,4.16697231574343e-10,0.015746363899293472,0.01921904581138095,0.025129556564133314,0.03884115141867355,0.017674908761879604,0.07762483530498582,1.4917917876264286e-05,0.08927598714193585,0.06611433069498876,0.024813104346156453,0.0031080109820319163,2.963536743959018,-0.014459940812295725,1.6193432235677918,9.380179384870248
0.0008168232778874939,0.00012130581340784438,0.1146851945382712,0.015321271324893054,0.018623903364689613,0.02530356374385358,0.039436764059800164,0.0001351079282641031,0.1854418454298649,0.0064375950527856135,0.09045190946991208,0.13024740076345837,0.18264872969820786,0.009508330079593917,0.11458890219703881,0.0012799543450943988,0.00178625051208068,0.0005286104850546541,0.3052377947986421,0.9069642758849098,0.32862812936682373,0.3264739633961852,0.09817912299486095,0.6611281530772313,0.6364529063323602,16.792282201091645,0.6860171104831135,1.0530757329652431e-47,0.005080212848446495,1.9929557281551326e-10,0.01532105012435209,0.018623658140875847,0.0253031812074443,0.03943631179379714,0.006434997427846343,0.08908132373800084,2.5976249392704875e-06,0.09356740596020702,0.07668670652299586,0.013765202946916216,0.002807579376127875,2.9767709530125157,-0.015338511865537386,1.7698277038400512,9.70050234868109
0.0007548531800995312,0.00010645744994424392,0.11399714875196346,0.014863972428170507,0.017989351529831565,0.025449649538749754,0.04014194268231359,0.0001306223613374116,0.19548152649241982,-0.00556592371103551,0.08995539982798348,0.1302037027739246,0.19801647958837584,0.009267970483937467,0.11522754866073505,0.0012346288201625537,0.0015730246758885746,0.00041364026157288754,0.30440944307256884,0.9043876893284245,0.32771218015011144,0.32561051248714756,0.09790470201597011,0.6592608485414572,0.6874153748477858,16.757451391884175,0.6867560999460177,1.0508625757023948e-47,0.0050695362089509715,3.037922188619322e-11,0.01486393971590811,0.017989315422841816,0.02544959089017653,0.040141872508630175,-0.0055655812449347435,0.09353624889126826,-3.424661007668875e-07,0.10448023069710759,0.08755962810192251,0.0023957717260609662,0.002607210125496831,3.0631975843955708,-0.01632524711967779,1.8043896071849796,10.517423354069688
0.0007147846672350745,9.671820824786103e-05,0.1132587951954037,0.014390661711370304,0.01733877218192459,0.025574189110738207,0.04092890680858447,0.00012668286525077612,0.2048821658507699,-0.018334525748448686,0.08943637620560897,0.13016139745059743,0.21301811857184536,0.00903335687901782,0.11588892838357136,0.0012064804941786299,0.0014326559279255904,0.0003366328673410621,0.30357968143985914,0.9018125897400278,0.3267998316792289,0.3247493334604,0.09763144091433452,0.6573933128780837,0.7423579600940668,16.72269638520524,0.6874279250484153,1.0486540696388068e-47,0.005058882007615878,1.876972238945525e-12,0.014390659754605833,0.017338770031738063,0.025574185469411388,0.04092890238791599,-0.018334456044674322,0.10447808047642855,-6.97037743635498e-08,0.1085400380954168,0.08928543654932034,0.00015093965628863726,0.0024153919549326046,3.1020145285619116,-0.01729024604780719,1.9304415576726102,11.726542150693481
0.0006895314533492,9.04097537607594e-05,0.11248395172739585,0.013909511992617748,0.016683843954608275,0.025680996594784858,0.04169983349230078,0.00012364151127679864,0.21677333336953725,-0.03196017628147365,0.08889318427329526,0.13012053008274008,0.2276613147428542,0.008804360585236362,0.11657577678729694,0.0011898927397695604,0.001341062814594718,0.0002849987616055956,0.30274984769116514,0.8992410273167403,0.3258909638705876,0.32389002143349677,0.09735930767241843,0.655530878880965,0.8015904580991265,16.688017118179506,0.6880341424882513,1.0464502049994598e-47,0.005048250197284894,8.460325386643005e-13,0.013909511140108825,0.01668384302203458,0.025680994946626595,0.04169983146218239,-0.03196012151359689,0.10853903122632962,-5.476787676150785e-08,0.11912228351652458,0.08882549971378302,6.76845595122405e-05,0.002279349491015758,3.2066264896027477,-0.01844584195573393,1.9522585981068026,12.072612933544189
0.0006743082522201077,8.640797919995143e-05,0.11168457655433031,0.01342832208670951,0.016035490041762815,0.025772638243479088,0.04243429516078549,0.00012075726286546844,0.22822339609383754,-0.046464567697159925,0.0883239268553621,0.1300811515430603,0.2419562525073531,0.0085808165147357,0.11729103511349799,0.0011811209223198062,0.0012821592673958255,0.0002503236219334594,0.3019208416849357,0.8966743678681838,0.324985330412332,0.32303197807896555,0.09708823295113984,0.6536745859543232,0.8654599103112911,16.653413539421017,0.6885767513345147,1.044250972029878e-47,0.005037640730900801,5.340809972055317e-13,0.013428321567157704,0.016035489475928415,0.02577263719932165,0.042434293856645815,-0.046464517432936954,0.11912158593078705,-5.026422297133015e-08,0.12283466657656604,0.0882814608394689,4.246601589319443e-05,0.00213846159788496,3.268500399846601,-0.0195709682721408,2.0593830184877864,12.27239287411024
0.0006658920457390738,8.396016417840598e-05,0.11086647655325146,0.012950509601720872,0.015398234908687481,0.025850828804253243,0.043137104455956546,0.00011841045547478475,0.24214238598577711,-0.06195302169430702,0.08772662253398343,0.13004331870274488,0.2559088547485059,0.008362628114223575,0.11803786185644523,0.0011776723054655839,0.001245203840311407,0.00022698366806375565,0.30109326852744417,0.8941135200249231,0.3240828951521768,0.322175077234233,0.09681820686983038,0.6518244302919963,0.9343227984772916,16.61888560986262,0.6890569880251816,1.042056360996086e-47,0.0050270535615052825,3.824267161576692e-13,0.012950509242935218,0.015398234519625178,0.025850828054319864,0.04313710350666589,-0.061952973705406755,0.12283415150526243,-4.7988900263307155e-08,0.13307470324324344,0.08769641641336948,3.0206120613954224e-05,0.0020355295945104117,3.392599359564858,-0.020856832534572753,2.070175901501222,12.417451775719774
0.0006621169472193146,8.256252798931405e-05,0.11003583001927593,0.012480210817968983,0.014777491804566816,0.025916804984613923,0.04380739622722302,0.00011608399494755686,0.2557871746279896,-0.07844771961953302,0.0870990262590329,0.13000709486372306,0.269527590553541,0.008149660350291544,0.11881964714911325,0.001177891625416192,0.0012230280357087531,0.00021122020172385369,0.30026753543840845,0.8915590871403182,0.3231834934478789,0.32131897959950173,0.0965491815356024,0.6499803903890249,1.0085773864507943,16.58443330361977,0.6894765376071593,1.0398663621845645e-47,0.005016488642238701,2.9393324300496376e-13,0.012480210552220606,0.014777491517588275,0.02591680440674391,0.04380739548626067,-0.07844767291498349,0.13307427435631214,-4.6704549533371775e-08,0.13645331619722884,0.08707597408292363,2.305217610927557e-05,0.0019240406667636084,3.476275135823209,-0.022141150314286547,2.1617639663469053,12.531751293691999
0.0006615309740428112,8.18782010105211e-05,0.10919492236543837,0.012018734529944912,0.01417463022485606,0.025971351832765752,0.044448444641817415,0.00011411831767640307,0.27194016796760684,-0.096068268772841,0.08643879600501657,0.12997255022964618,0.28281775811226156,0.007941828607431424,0.11964002976171152,0.0011806841646230682,0.0012108522266810336,0.00020052106753879056,0.2994439170844436,0.889011468856602,0.32228712326551545,0.32046368025567984,0.09628115609827308,0.6481424446453438,1.088636005652736,16.55005660893186,0.6898365170985954,1.0376809659022098e-47,0.005005945926339907,2.354156224994355e-13,0.01201873432497316,0.014174630004387324,0.02597135136896673,0.044448444039685224,-0.09606822296440615,0.13645296397378948,-4.580843485091357e-08,0.1463647941384721,0.086420472152164,1.832385285256699e-05,0.001840807846948093,3.619512230251324,-0.023581520872453746,2.163599047559167,12.628164720166458
0.0006631637653539711,8.168226086943183e-05,0.10834721705516161,0.011568409672590974,0.013592378580221623,0.026015144560249098,0.045058943742818984,0.00011212806461003796,0.288005552401023,-0.11483921812262182,0.08574331226031673,0.12993976240294516,0.2957869422386719,0.00773901312477276,0.12050291518715207,0.001185330705807406,0.001205494293528143,0.00019320724731778155,0.2986225995661015,0.8864709290254416,0.3213936644685116,0.3196089795936527,0.09601409441697328,0.6463105737641761,1.1749574785438224,16.515755529155633,0.6901384463725566,1.0355001624762879e-47,0.0049954253671460214,1.9436430595426153e-13,0.011568409509702572,0.013592378405674793,0.02601514417668076,0.045058943238857306,-0.11483917291236395,0.14636448221201492,-4.521025787074251e-08,0.149422460026657,0.08572830485440672,1.5007405910011373e-05,0.0017485013294112075,3.7243717214057632,-0.025052553179278146,2.2422365967401796,12.711383488125906
